name,gifFront,gifBack,cry,experienceGroup,hp,elements,attack,defense,magicalAttack,magicalDefense,speed,description
Manaphy,490.gif,490b.gif,490.ogg,SLOW,100,WATER,100,100,100,100,100,"It is born with a wondrous power that lets it bond with any kind of Pokémon."
Darkrai,491.gif,491b.gif,491.ogg,SLOW,70,DARK,90,90,135,90,125,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers."
Shaymin,492.gif,492b.gif,492.ogg,MEDIUM_SLOW,100,"GRASS,FLYING",103,75,120,75,127,"It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers."
Arceus,493.gif,493b.gif,493.ogg,SLOW,120,NORMAL,120,120,120,120,120,"According to the legends of Sinnoh, this Pokémon emerged from an egg and shaped all there is in this world."
Victini,494.gif,494b.gif,494.ogg,SLOW,100,"PSYCHIC,FIRE",100,100,100,100,100,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
Snivy,495.gif,495b.gif,495.ogg,MEDIUM_SLOW,45,GRASS,45,55,45,55,63,"Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands."
Servine,496.gif,496b.gif,496.ogg,MEDIUM_SLOW,60,GRASS,60,75,60,75,83,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
Serperior,497.gif,497b.gif,497.ogg,MEDIUM_SLOW,75,GRASS,75,95,75,95,113,"It only gives its all against strong opponents who are not fazed by the glare from Serperior’s noble eyes."
Tepig,498.gif,498b.gif,498.ogg,MEDIUM_SLOW,65,FIRE,63,45,45,45,45,"It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them."
Pignite,499.gif,499b.gif,499.ogg,MEDIUM_SLOW,90,"FIRE,FIGHTING",93,55,70,55,55,"The more it eats, the more fuel it has to make the fire in its stomach stronger. This fills it with even more power."
Emboar,500.gif,500b.gif,500.ogg,MEDIUM_SLOW,110,"FIRE,FIGHTING",123,65,100,65,65,"It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends."
Oshawott,501.gif,501b.gif,501.ogg,MEDIUM_SLOW,55,WATER,55,45,63,45,45,"The scalchop on its stomach isn’t just used for battle--it can be used to break open hard berries as well."
Dewott,502.gif,502b.gif,502.ogg,MEDIUM_SLOW,75,WATER,75,60,83,60,60,"Strict training is how it learns its flowing double-scalchop technique."
Samurott,503.gif,503b.gif,503.ogg,MEDIUM_SLOW,95,WATER,100,85,108,70,70,"In the time it takes a foe to blink, it can draw and sheathe the seamitars attached to its front legs."
Patrat,504.gif,504b.gif,504.ogg,MEDIUM,45,NORMAL,55,39,35,39,42,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
Watchog,505.gif,505b.gif,505.ogg,MEDIUM,60,NORMAL,85,69,60,69,77,"Using luminescent matter, it makes its eyes and body glow and stuns attacking opponents."
Lillipup,506.gif,506b.gif,506.ogg,MEDIUM_SLOW,45,NORMAL,60,45,25,45,55,"The long hair around its face provides an amazing radar that lets it sense subtle changes in its surroundings."
Herdier,507.gif,507b.gif,507.ogg,MEDIUM_SLOW,65,NORMAL,80,65,35,65,60,"This very loyal Pokémon helps Trainers, and it also takes care of other Pokémon."
Stoutland,508.gif,508b.gif,508.ogg,MEDIUM_SLOW,85,NORMAL,110,90,45,90,80,"It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold."
Purrloin,509.gif,509b.gif,509.ogg,MEDIUM,41,DARK,50,37,50,37,66,"Its cute act is a ruse. When victims let down their guard, they find their items taken. It attacks with sharp claws."
Liepard,510.gif,510b.gif,510.ogg,MEDIUM,64,DARK,88,50,88,50,106,"Their beautiful form comes from the muscles they have developed. They run silently in the night."
Pansage,511.gif,511b.gif,511.ogg,MEDIUM,50,GRASS,53,48,53,48,64,"It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress."
Simisage,512.gif,512b.gif,512.ogg,MEDIUM,75,GRASS,98,63,98,63,101,"It attacks enemies with strikes of its thorn-covered tail. This Pokémon is wild tempered."
Pansear,513.gif,513b.gif,513.ogg,MEDIUM,50,FIRE,53,48,53,48,64,"Very intelligent, it roasts berries before eating them. It likes to help people."
Simisear,514.gif,514b.gif,514.ogg,MEDIUM,75,FIRE,98,63,98,63,101,"A flame burns inside its body. It scatters embers from its head and tail to sear its opponents."
Panpour,515.gif,515b.gif,515.ogg,MEDIUM,50,WATER,53,48,53,48,64,"The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail."
Simipour,516.gif,516b.gif,516.ogg,MEDIUM,75,WATER,98,63,98,63,101,"The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall."
Munna,517.gif,517b.gif,517.ogg,FAST,76,PSYCHIC,25,45,67,55,24,"This Pokémon appears before people and Pokémon who are having nightmares and eats those dreams."
Musharna,518.gif,518b.gif,518.ogg,FAST,116,PSYCHIC,55,85,107,95,29,"The mist emanating from their foreheads is packed with the dreams of people and Pokémon."
Pidove,519.gif,519b.gif,519.ogg,MEDIUM_SLOW,50,"NORMAL,FLYING",55,50,36,30,43,"This very forgetful Pokémon will wait for a new order from its Trainer even though it already has one."
Tranquill,520.gif,520b.gif,520.ogg,MEDIUM_SLOW,62,"NORMAL,FLYING",77,62,50,42,65,"Many people believe that, deep in the forest where Tranquill live, there is a peaceful place where there is no war."
Unfezant,521.gif,521b.gif,521.ogg,MEDIUM_SLOW,80,"NORMAL,FLYING",115,80,65,55,93,"Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males."
Blitzle,522.gif,522b.gif,522.ogg,MEDIUM,45,ELECTRIC,60,32,50,32,76,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity."
Zebstrika,523.gif,523b.gif,523.ogg,MEDIUM,75,ELECTRIC,100,63,80,63,116,"When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions."
Roggenrola,524.gif,524b.gif,524.ogg,MEDIUM_SLOW,55,ROCK,75,85,25,25,15,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel."
Boldore,525.gif,525b.gif,525.ogg,MEDIUM_SLOW,70,ROCK,105,105,50,40,20,"Because its energy was too great to be contained, the energy leaked and formed orange crystals."
Gigalith,526.gif,526b.gif,526.ogg,MEDIUM_SLOW,85,ROCK,135,130,60,80,25,"The solar rays it absorbs are processed in its energy core and fired as a ball of light."
Woobat,527.gif,527b.gif,527.ogg,MEDIUM,55,"PSYCHIC,FLYING",45,43,55,43,72,"Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings."
Swoobat,528.gif,528b.gif,528.ogg,MEDIUM,67,"PSYCHIC,FLYING",57,55,77,55,114,"It shakes its tail vigorously when it emits ultrasonic waves strong enough to reduce concrete to rubble."
Drilbur,529.gif,529b.gif,529.ogg,MEDIUM,60,GROUND,85,40,30,45,68,"It makes its way swiftly through the soil by putting both claws together and rotating at high speed."
Excadrill,530.gif,530b.gif,530.ogg,MEDIUM,110,"GROUND,STEEL",135,60,50,65,88,"It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates."
Audino,531.gif,531b.gif,531.ogg,FAST,103,NORMAL,60,86,60,86,50,"Using the feelers on its ears, it can tell how someone is feeling or when an egg might hatch."
Timburr,532.gif,532b.gif,532.ogg,MEDIUM_SLOW,75,FIGHTING,80,55,25,35,35,"These Pokémon appear at building sites and help out with construction. They always carry squared logs."
Gurdurr,533.gif,533b.gif,533.ogg,MEDIUM_SLOW,85,FIGHTING,105,85,40,50,40,"With strengthened bodies, they skillfully wield steel beams to take down buildings."
Conkeldurr,534.gif,534b.gif,534.ogg,MEDIUM_SLOW,105,FIGHTING,140,95,55,65,45,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago."
Tympole,535.gif,535b.gif,535.ogg,MEDIUM_SLOW,50,WATER,50,40,50,40,64,"By vibrating its cheeks, it emits sound waves imperceptible to humans and warns others of danger."
Palpitoad,536.gif,536b.gif,536.ogg,MEDIUM_SLOW,75,"WATER,GROUND",65,55,65,55,69,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
Seismitoad,537.gif,537b.gif,537.ogg,MEDIUM_SLOW,105,"WATER,GROUND",95,75,85,75,74,"It increases the power of its punches by vibrating the bumps on its fists. It can turn a boulder to rubble with one punch."
Throh,538.gif,538b.gif,538.ogg,MEDIUM,120,FIGHTING,100,85,30,85,45,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts."
Sawk,539.gif,539b.gif,539.ogg,MEDIUM,75,FIGHTING,125,75,30,75,85,"Desiring the strongest karate chop, they seclude themselves in mountains and train without sleeping."
Sewaddle,540.gif,540b.gif,540.ogg,MEDIUM_SLOW,45,"BUG,GRASS",53,70,40,60,42,"This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth."
Swadloon,541.gif,541b.gif,541.ogg,MEDIUM_SLOW,55,"BUG,GRASS",63,90,50,80,42,"Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life."
Leavanny,542.gif,542b.gif,542.ogg,MEDIUM_SLOW,75,"BUG,GRASS",103,80,70,80,92,"Upon finding a small Pokémon, it weaves clothing for it from leaves by using the sticky silk secreted from its mouth."
Venipede,543.gif,543b.gif,543.ogg,MEDIUM_SLOW,30,"BUG,POISON",45,59,30,39,57,"It discovers what is going on around it by using the feelers on its head and tail. It is brutally aggressive."
Whirlipede,544.gif,544b.gif,544.ogg,MEDIUM_SLOW,40,"BUG,POISON",55,99,40,79,47,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
Scolipede,545.gif,545b.gif,545.ogg,MEDIUM_SLOW,60,"BUG,POISON",100,89,55,69,112,"It clasps its prey with the claws on its neck until it stops moving. Then it finishes it off with deadly poison."
Cottonee,546.gif,546b.gif,546.ogg,MEDIUM,40,"GRASS,FAIRY",27,60,37,50,66,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
Whimsicott,547.gif,547b.gif,547.ogg,MEDIUM,60,"GRASS,FAIRY",67,85,77,75,116,"They appear along with whirlwinds. They pull pranks, such as moving furniture and leaving balls of cotton in homes."
Petilil,548.gif,548b.gif,548.ogg,MEDIUM,45,GRASS,35,50,70,50,30,"The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body."
Lilligant,549.gif,549b.gif,549.ogg,MEDIUM,70,GRASS,60,75,110,75,90,"The fragrance of the garland on its head has a relaxing effect. It withers if a Trainer does not take good care of it."
Basculin,550.gif,550b.gif,550.ogg,MEDIUM,70,WATER,92,65,80,55,98,"Red- and blue-striped Basculin are very violent and always fighting. They are also remarkably tasty."
Sandile,551.gif,551b.gif,551.ogg,MEDIUM_SLOW,50,"GROUND,DARK",72,35,35,35,65,"It moves along below the sand’s surface, except for its nose and eyes. A dark membrane shields its eyes from the sun."
Krokorok,552.gif,552b.gif,552.ogg,MEDIUM_SLOW,60,"GROUND,DARK",82,45,45,45,74,"They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms."
Krookodile,553.gif,553b.gif,553.ogg,MEDIUM_SLOW,95,"GROUND,DARK",117,80,65,70,92,"Very violent Pokémon, they try to clamp down on anything that moves in front of their eyes."
Darumaka,554.gif,554b.gif,554.ogg,MEDIUM_SLOW,70,FIRE,90,45,15,45,50,"Darumaka’s droppings are hot, so people used to put them in their clothes to keep themselves warm."
Darmanitan,555.gif,555b.gif,555.ogg,MEDIUM_SLOW,105,"FIRE,PSYCHIC",30,105,140,105,55,"When one is injured in a fierce battle, it hardens into a stone-like form. Then it meditates and sharpens its mind."
Maractus,556.gif,556b.gif,556.ogg,MEDIUM,75,GRASS,86,67,106,67,60,"It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds."
Dwebble,557.gif,557b.gif,557.ogg,MEDIUM,50,"BUG,ROCK",65,85,35,35,55,"It makes a hole in a suitable rock. If that rock breaks, the Pokémon remains agitated until it locates a replacement."
Crustle,558.gif,558b.gif,558.ogg,MEDIUM,70,"BUG,ROCK",95,125,65,75,45,"It possesses legs of enormous strength, enabling it to carry heavy slabs for many days, even when crossing arid land."
Scraggy,559.gif,559b.gif,559.ogg,MEDIUM,50,"DARK,FIGHTING",75,70,35,70,48,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck."
Scrafty,560.gif,560b.gif,560.ogg,MEDIUM,65,"DARK,FIGHTING",90,115,45,115,58,"It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more respected it is."
Sigilyph,561.gif,561b.gif,561.ogg,MEDIUM,72,"PSYCHIC,FLYING",58,80,103,80,97,"The guardians of an ancient city, they use their psychic power to attack enemies that invade their territory."
Yamask,562.gif,562b.gif,562.ogg,MEDIUM,38,GHOST,30,85,55,65,30,"These Pokémon arose from the spirits of people interred in graves. Each retains memories of its former life."
Cofagrigus,563.gif,563b.gif,563.ogg,MEDIUM,58,GHOST,50,145,95,105,30,"It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets."
Tirtouga,564.gif,564b.gif,564.ogg,MEDIUM,54,"WATER,ROCK",78,103,53,45,22,"About 100 million years ago, these Pokémon swam in oceans. It is thought they also went on land to attack prey."
Carracosta,565.gif,565b.gif,565.ogg,MEDIUM,74,"WATER,ROCK",108,133,83,65,32,"They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker."
Archen,566.gif,566b.gif,566.ogg,MEDIUM,55,"ROCK,FLYING",112,45,74,45,70,"Revived from a fossil, this Pokémon is thought to be the ancestor of all bird Pokémon."
Archeops,567.gif,567b.gif,567.ogg,MEDIUM,75,"ROCK,FLYING",140,65,112,65,110,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight."
Trubbish,568.gif,568b.gif,568.ogg,MEDIUM,50,POISON,50,62,40,62,65,"The combination of garbage bags and industrial waste caused the chemical reaction that created this Pokémon."
Garbodor,569.gif,569b.gif,569.ogg,MEDIUM,80,POISON,95,82,60,82,75,"It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth."
Zorua,570.gif,570b.gif,570.ogg,MEDIUM_SLOW,40,DARK,65,40,80,40,65,"It changes so it looks just like its foe, tricks it, and then uses that opportunity to flee."
Zoroark,571.gif,571b.gif,571.ogg,MEDIUM_SLOW,60,DARK,105,60,120,60,105,"Each has the ability to fool a large group of people simultaneously. They protect their lair with illusory scenery."
Minccino,572.gif,572b.gif,572.ogg,FAST,55,NORMAL,50,40,40,40,75,"Minccino greet each other by grooming one another thoroughly with their tails."
Cinccino,573.gif,573b.gif,573.ogg,FAST,75,NORMAL,95,60,65,60,115,"Their white fur feels amazing to touch. Their fur repels dust and prevents static electricity from building up."
Gothita,574.gif,574b.gif,574.ogg,MEDIUM_SLOW,45,PSYCHIC,30,50,55,65,45,"Their ribbonlike feelers increase their psychic power. They are always staring at something."
Gothorita,575.gif,575b.gif,575.ogg,MEDIUM_SLOW,60,PSYCHIC,45,70,75,85,55,"Starlight is the source of their power. At night, they mark star positions by using psychic power to float stones."
Gothitelle,576.gif,576b.gif,576.ogg,MEDIUM_SLOW,70,PSYCHIC,55,95,95,110,65,"Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power."
Solosis,577.gif,577b.gif,577.ogg,MEDIUM_SLOW,45,PSYCHIC,30,40,105,50,20,"Because their bodies are enveloped in a special liquid, they are fine in any environment, no matter how severe."
Duosion,578.gif,578b.gif,578.ogg,MEDIUM_SLOW,65,PSYCHIC,40,50,125,60,30,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
Reuniclus,579.gif,579b.gif,579.ogg,MEDIUM_SLOW,110,PSYCHIC,65,75,125,85,30,"They use psychic power to control their arms, which are made of a special liquid. They can crush boulders psychically."
Ducklett,580.gif,580b.gif,580.ogg,MEDIUM,62,"WATER,FLYING",44,50,44,50,55,"When attacked, it uses its feathers to splash water, escaping under cover of the spray."
Swanna,581.gif,581b.gif,581.ogg,MEDIUM,75,"WATER,FLYING",87,63,87,63,98,"Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles."
Vanillite,582.gif,582b.gif,582.ogg,SLOW,36,ICE,50,50,65,60,44,"The temperature of their breath is -58 degrees Fahrenheit. They create snow crystals and make snow fall in the areas around them."
Vanillish,583.gif,583b.gif,583.ogg,SLOW,51,ICE,65,65,80,75,59,"They cool down the surrounding air and create ice particles, which they use to freeze their foes."
Vanilluxe,584.gif,584b.gif,584.ogg,SLOW,71,ICE,95,85,110,95,79,"If both heads get angry simultaneously, this Pokémon expels a blizzard, burying everything in snow."
Deerling,585.gif,585b.gif,585.ogg,MEDIUM,60,"NORMAL,GRASS",60,50,40,50,75,"Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well."
Sawsbuck,586.gif,586b.gif,586.ogg,MEDIUM,80,"NORMAL,GRASS",100,70,60,70,95,"They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns."
Emolga,587.gif,587b.gif,587.ogg,MEDIUM,55,"ELECTRIC,FLYING",75,60,75,60,103,"They live on treetops and glide using the inside of a cape-like membrane while discharging electricity."
Karrablast,588.gif,588b.gif,588.ogg,MEDIUM,50,BUG,75,45,40,45,60,"These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet."
Escavalier,589.gif,589b.gif,589.ogg,MEDIUM,70,"BUG,STEEL",135,105,60,105,20,"Wearing the shell covering they stole from Shelmet, they defend themselves and attack with two lances."
Foongus,590.gif,590b.gif,590.ogg,MEDIUM,69,"GRASS,POISON",55,45,55,55,15,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown."
Amoonguss,591.gif,591b.gif,591.ogg,MEDIUM,114,"GRASS,POISON",85,70,85,80,30,"They show off their Poké Ball caps to lure prey, but very few Pokémon are fooled by this."
Frillish,592.gif,592b.gif,592.ogg,MEDIUM,55,"WATER,GHOST",40,50,65,85,40,"They paralyze prey with poison, then drag them down to their lairs, five miles below the surface."
Jellicent,593.gif,593b.gif,593.ogg,MEDIUM,100,"WATER,GHOST",60,70,85,105,60,"Its body is mostly seawater. It’s said there’s a castle of ships Jellicent have sunk on the seafloor."
Alomomola,594.gif,594b.gif,594.ogg,FAST,165,WATER,75,80,40,45,65,"Floating in the open sea is how they live. When they find a wounded Pokémon, they embrace it and bring it to shore."
Joltik,595.gif,595b.gif,595.ogg,MEDIUM,50,"BUG,ELECTRIC",47,50,57,50,65,"Since it can’t generate its own electricity, it sticks onto large-bodied Pokémon and absorbs static electricity."
Galvantula,596.gif,596b.gif,596.ogg,MEDIUM,70,"BUG,ELECTRIC",77,60,97,60,108,"They employ an electrically charged web to trap their prey. While it is immobilized by shock, they leisurely consume it."
Ferroseed,597.gif,597b.gif,597.ogg,MEDIUM,44,"GRASS,STEEL",50,91,24,86,10,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
Ferrothorn,598.gif,598b.gif,598.ogg,MEDIUM,74,"GRASS,STEEL",94,131,54,116,20,"By swinging around its three spiky feelers and shooting spikes, it can obliterate an opponent."
Klink,599.gif,599b.gif,599.ogg,MEDIUM_SLOW,40,STEEL,55,70,45,60,30,"Interlocking two bodies and spinning around generates the energy they need to live."
Klang,600.gif,600b.gif,600.ogg,MEDIUM_SLOW,60,STEEL,80,95,70,85,50,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
Klinklang,601.gif,601b.gif,601.ogg,MEDIUM_SLOW,60,STEEL,100,115,70,85,90,"The gear with the red core is rotated at high speed for a rapid energy charge."
Tynamo,602.gif,602b.gif,602.ogg,SLOW,35,ELECTRIC,55,40,45,40,60,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
Eelektrik,603.gif,603b.gif,603.ogg,SLOW,65,ELECTRIC,85,70,75,70,40,"It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps."
Eelektross,604.gif,604b.gif,604.ogg,SLOW,85,ELECTRIC,115,80,105,80,50,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity."
Elgyem,605.gif,605b.gif,605.ogg,MEDIUM,55,PSYCHIC,55,55,85,55,30,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches."
Beheeyem,606.gif,606b.gif,606.ogg,MEDIUM,75,PSYCHIC,75,75,125,95,40,"Apparently, it communicates by flashing its three fingers, but those patterns haven’t been decoded."
Litwick,607.gif,607b.gif,607.ogg,MEDIUM_SLOW,50,"GHOST,FIRE",30,55,65,55,20,"While shining a light and pretending to be a guide, it leeches off the life force of any who follow it."
Lampent,608.gif,608b.gif,608.ogg,MEDIUM_SLOW,60,"GHOST,FIRE",40,60,95,60,55,"The spirits it absorbs fuel its baleful fire. It hangs around hospitals waiting for people to pass on."
Chandelure,609.gif,609b.gif,609.ogg,MEDIUM_SLOW,60,"GHOST,FIRE",55,90,145,90,80,"Being consumed in Chandelure’s flame burns up the spirit, leaving the body behind."
Axew,610.gif,610b.gif,610.ogg,SLOW,46,DRAGON,87,60,30,40,57,"They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp."
Fraxure,611.gif,611b.gif,611.ogg,SLOW,66,DRAGON,117,70,40,50,67,"Their tusks can shatter rocks. Territory battles between Fraxure can be intensely violent."
Haxorus,612.gif,612b.gif,612.ogg,SLOW,76,DRAGON,147,90,60,70,97,"They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel."
Cubchoo,613.gif,613b.gif,613.ogg,MEDIUM,55,ICE,70,40,60,40,40,"Its nose is always running. It sniffs the snot back up because the mucus provides the raw material for its moves."
Beartic,614.gif,614b.gif,614.ogg,MEDIUM,95,ICE,110,80,70,80,50,"They love the cold seas of the north. They create pathways across the ocean waters by freezing their own breath."
Cryogonal,615.gif,615b.gif,615.ogg,MEDIUM,70,ICE,50,30,95,135,105,"They are born in snow clouds. They use chains made of ice crystals to capture prey."
Shelmet,616.gif,616b.gif,616.ogg,MEDIUM,50,BUG,40,85,40,65,25,"When it and Karrablast are together, and both receive electrical stimulation, they both evolve."
Accelgor,617.gif,617b.gif,617.ogg,MEDIUM,80,BUG,70,40,100,60,145,"Having removed its heavy shell, it becomes very light and can fight with ninja-like movements."
Stunfisk,618.gif,618b.gif,618.ogg,MEDIUM,109,"GROUND,ELECTRIC",66,84,81,99,32,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
Mienfoo,619.gif,619b.gif,619.ogg,MEDIUM_SLOW,45,FIGHTING,85,50,55,50,65,"It takes pride in the speed at which it can use moves. What it loses in power, it makes up for in quantity."
Mienshao,620.gif,620b.gif,620.ogg,MEDIUM_SLOW,65,FIGHTING,125,60,95,60,105,"It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen."
Druddigon,621.gif,621b.gif,621.ogg,MEDIUM,77,DRAGON,120,90,60,90,48,"It races through narrow caves, using its sharp claws to catch prey. The skin on its face is harder than a rock."
Golett,622.gif,622b.gif,622.ogg,MEDIUM,59,"GROUND,GHOST",74,50,35,50,35,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
Golurk,623.gif,623b.gif,623.ogg,MEDIUM,89,"GROUND,GHOST",124,80,55,80,55,"It is said that Golurk were ordered to protect people and Pokémon by the ancient people who made them."
Pawniard,624.gif,624b.gif,624.ogg,MEDIUM,45,"DARK,STEEL",85,70,40,40,60,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river."
Bisharp,625.gif,625b.gif,625.ogg,MEDIUM,65,"DARK,STEEL",125,100,60,70,70,"This pitiless Pokémon commands a group of Pawniard to hound prey into immobility. It then moves in to finish the prey off."
Bouffalant,626.gif,626b.gif,626.ogg,MEDIUM,95,NORMAL,110,95,40,95,55,"They charge wildly and headbutt everything. Their headbutts have enough destructive force to derail a train."
Rufflet,627.gif,627b.gif,627.ogg,SLOW,70,"NORMAL,FLYING",83,50,37,50,60,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
Braviary,628.gif,628b.gif,628.ogg,SLOW,100,"NORMAL,FLYING",123,75,57,75,80,"For the sake of its friends, this brave warrior of the sky will not stop battling, even if injured."
Vullaby,629.gif,629b.gif,629.ogg,SLOW,70,"DARK,FLYING",55,75,45,65,60,"Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing."
Mandibuzz,630.gif,630b.gif,630.ogg,SLOW,110,"DARK,FLYING",65,105,55,95,80,"They fly in circles around the sky. When they spot prey, they attack and carry it back to their nest with ease."
Heatmor,631.gif,631b.gif,631.ogg,MEDIUM,85,FIRE,97,66,105,66,65,"Using their very hot, flame-covered tongues, they burn through Durant’s steel bodies and consume their insides."
Durant,632.gif,632b.gif,632.ogg,MEDIUM,58,"BUG,STEEL",109,112,48,48,109,"Individuals each play different roles in driving Heatmor, their natural predator, away from their colony."
Deino,633.gif,633b.gif,633.ogg,SLOW,52,"DARK,DRAGON",65,50,45,50,38,"They cannot see, so they tackle and bite to learn about their surroundings. Their bodies are covered in wounds."
Zweilous,634.gif,634b.gif,634.ogg,SLOW,72,"DARK,DRAGON",85,70,65,70,58,"The two heads do not get along. Whichever head eats more than the other gets to be the leader."
Hydreigon,635.gif,635b.gif,635.ogg,SLOW,92,"DARK,DRAGON",105,90,125,90,98,"The heads on their arms do not have brains. They use all three heads to consume and destroy everything."
Larvesta,636.gif,636b.gif,636.ogg,SLOW,55,"BUG,FIRE",85,55,50,55,60,"Said to have been born from the sun, it spews fire from its horns and encases itself in a cocoon of fire when it evolves."
Volcarona,637.gif,637b.gif,637.ogg,SLOW,85,"BUG,FIRE",60,65,135,105,100,"A sea of fire engulfs the surroundings of their battles, since they use their six wings to scatter their ember scales."
Cobalion,638.gif,638b.gif,638.ogg,SLOW,91,"STEEL,FIGHTING",90,129,90,72,108,"It has a body and heart of steel. Its glare is sufficient to make even an unruly Pokémon obey it."
Terrakion,639.gif,639b.gif,639.ogg,SLOW,91,"ROCK,FIGHTING",129,90,72,90,108,"Its charge is strong enough to break through a giant castle wall in one blow. This Pokémon is spoken of in legends."
Virizion,640.gif,640b.gif,640.ogg,SLOW,91,"GRASS,FIGHTING",90,72,90,129,108,"Its head sprouts horns as sharp as blades. Using whirlwind-like movements, it confounds and swiftly cuts opponents."
Tornadus,641.gif,641b.gif,641.ogg,SLOW,79,FLYING,115,70,125,80,111,"The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph."
Thundurus,642.gif,642b.gif,642.ogg,SLOW,79,"ELECTRIC,FLYING",115,70,125,80,111,"The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts."
Reshiram,643.gif,643b.gif,643.ogg,SLOW,100,"DRAGON,FIRE",120,100,150,120,90,"This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth."
Zekrom,644.gif,644b.gif,644.ogg,SLOW,100,"DRAGON,ELECTRIC",150,120,120,100,90,"This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world."
Landorus,645.gif,645b.gif,645.ogg,SLOW,89,"GROUND,FLYING",125,90,115,80,101,"Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”"
Kyurem,646.gif,646b.gif,646.ogg,SLOW,125,"DRAGON,ICE",130,90,130,90,95,"This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals."
Keldeo,647.gif,647b.gif,647.ogg,SLOW,91,"WATER,FIGHTING",72,90,129,90,108,"It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts."
Meloetta,648.gif,648b.gif,648.ogg,SLOW,100,"NORMAL,FIGHTING",128,90,77,77,128,"The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad."
